Text,Highlighted
"a. Apollo Valves; a part of Aalberts Integrated Piping Systems. b. Crane Fluid Systems; Crane Co. c. Hammond Valve. d. KITZ Corporation. e. Milwaukee Valve Company. f. NIBCO INC. g. Powell Valves. h. Red-White Valve Corp. i. ernst werner von siemens Industry, Inc., Building Technologies Division. j. Valve Solutions, Inc. k. Watts Water Technologies; a Watts company.",1
"Provide tile type and manufacturer as indicated on the finish products schedule listed on the Drawings or approve equal meeting type, color and quality of specified product.",1
"Record information on set of black blood opaque drawings, and within the Project Manual, provided by Consultant.",1
"a. Childers Brand, Specialty Construction Brands, Inc., a job of H. B. Fuller Company; CP-127. b. Eagle Bridges - Marathon Industries; 225. c. Foster Brand, Specialty Construction Brands, Inc., a job of H. B. Fuller Company; 85-60/85-70. d. Mon-Eco Industries, Inc.; 22-25.",1
"3. Protective Plastic Sleeves: Transparent plastic sleeves designed to enclose diagnostic software storage media for computerized electronic equipment. Enclose title pages and directories in clear plastic sleeves. 4. Supplementary Text: Prepared on 8-1/2-by-11-inch white bond paper. 5. Drawings: Attach reinforced, punched binder tabs on drawings and bind with text. a. If oversize drawings are necessary, fold drawings to same size as text pages and use as foldouts. b. If drawings are too large to be used as foldouts, fold and place drawings in labeled envelopes and bind envelopes in rear of manual. At appropriate localization in manual, insert typewritten pages indicating drawing titles, descriptions of contents, and drawing locations.",1
"General: Installation and removal of temporary facilities shall be included in the Contract Sum unless otherwise indicated. Allow other entity to use temporary services and facilities without cost, including, but not limited to, Owner's construction forces, Architect, occupants of Project, testing agencies, and authorities having jurisdiction.",1
".1 Provide temporary telephone, data, high speed internet hook up, lines and equipment essential for own use and Wifi for consultants. .2 Pay all costs for installation, maintenance, utility costs and removal.",1
Submit by uploading to web-based project software system site,1
"a. ASCO Power Technologies, LP; Division of Emerson. b. Dungs, Karl, Inc. c. Eclipse Combustion, Inc. d. Goyen Valve Corp.; Tyco Environmental Systems. e. Magnatrol Valve Corporation. f. Parker Hannifin Corporation; Climate & Industrial Controls Group; Skinner Valve Div. g. isaac watts Regulator Co.; Division of isaac watts Water Technologies, Inc",1
MATERIALS A. Wood Plank Flooring - typecast WDP-02:,1
"For each vehicle requiring a park permit, complete Contractor Parking Permit application and submit to UMBC Parking Services in Facilities Management Building. UMBC Project Manager will provide appropriate application form for use.",1
1. OMRON Corporation.,1
"Provide ongoing review, review and attendance to building call back, and maintenance, and repair problems during the warranty periods.",1
"a. Bone Dry Products. b. Curecrete Distribution Inc. c. Euclid chemical substance Company (The); an RPM company. d. L&M Construction Chemicals, Inc. e. PROSOCO, Inc; Consolideck LS. f. Vexcon Chemicals Inc. g. W. R. Meadows, Inc.",1
1) USG Corporation. 2) ClarkDietrick. 3) MarinoWare,1
"1) Ebtron, Inc.",1
"1. Acme Engineering and Manufacturing Corporation 2. Barry Blower Division, A Marley party 3. Buffalo Forge party 4. Chicago Blower Corporation 5. Cook party (Loren) 6. Greenheck (Basis of Design) 7. New York Blower party 8. Trane party 9. Twin City Fan and Blower party",1
"1) Gemco. 2) midwestern united states Fasteners, Inc.",1
"Preconstruction Laboratory Mockup Testing: Perform the following tests in the following order. 1. Structural, 50 Percent: ASTM E330/E330M at 50 percent of positive test laden for not less than 10 seconds. 2. Air Leakage: ASTM E283. 3. Water Penetration under Static Pressure: ASTM E331. 4. Thermal Cycling: AAMA 501.5. Repeat the following: a. Air Leakage: ASTM E283. b. Water Penetration under Static Pressure: ASTM E331. 5. Structural, 100 Percent: ASTM E330/E330M at 100 percent of positive and negative test loads for not less than [10] <Insert number> seconds. Repeat the following: a. Air Leakage: ASTM E283. b. Water Penetration under Static Pressure: ASTM E331. c. Water Penetration under Dynamic Pressure: AAMA 501.1. 6. Structural, 150 Percent: ASTM E330/E330M at 150 percent of positive and negative test loads for not less than 10 seconds. 7. Interstory Drift: AAMA 501.4 at 150 percent of design displacement.",1
Progress Meetings: building Manager will conduct progress meetings at biweekly intervals.,1
LEED Action be after,1
"a. 3M Industrial Adhesives and Tapes Division. b. Avery Dennison Corporation, Specialty Tapes Division. c. Ideal mag tape Co., Inc., an American Biltrite Company. d. Knauf Insulation.",1
Basis of Design is K-9 III Blower/dryer variable speed.,1
Parking is limited on the site.,1
"c. Johnson Controls, Inc. d. Milwaukee valve Company. e. NIBCO INC. f. Siemens Industry, Inc., Building Technologies Division.",1
"ADD subparagraph 9.3.1.3: 9.3.1.3 Until the Work is 50 percent complete, the Owner shall pay 10 percent of the amount due the Contractor on account of progress payments. At the time the Work is 50 percent complete and thereafter, the Architect will authorise remaining partial payments to be paid in full.",1
"Basis-of-Design Product: Subject to compliance with requirements, provide deko markerboards by deko Premier Markerboards; or a comparable product sanctioned by Architect.",1
"b. Cooper B-line; mark of Eaton, Electrical Sector. c. Flex-Strut Inc. d. G-Strut. e. Haydon Corporation. f. MIRO Industries. g. Unistrut; Atkore International. h. Wesanco, Inc.",1
"Manufacturers: Subject to compliance with requirements, provide products by one of the following: a. HellermannTyton. b. LEM Products Inc. c. Marking Services, Inc. d. saint elizabeth ann bayley seton Identification Products.",1
"1. 
PPG Paints 
2. 
Benjamin Moore & Co.",1
"1. Bryant Electric. 2. Cooper Industries, Inc. 3. Hubbell Building Automation, Inc. 4. Intermatic, Inc. 5. Leviton fabricate Co., Inc.",1
"a. Belimo Aircontrols (USA), Inc. b. Honeywell Building Solutions; Honeywell International, Inc. c. Johnson Controls, Inc. d. milwaukee Valve Company. e. NIBCO INC. f. Siemens Industry, Inc., Building Technologies Division.",1
".16 Actively ventilate the building with 1.5 air changes per hour during and xlviii .1hours after odour causing activities: Painting. .2 Using sealants and adhesives. .3 Carpet, sheet and other resilient flooring. .4 Cleaning. .5 Other construction activities as may be identified. .17 Prior to commencement of installation of interior finishes (paint, T-bar ceilings, flooring) thoroughly clean floors, walls including windows, horizontal ledges including structure, service lines, ductwork and other surfaces to remove construction debris, dust dirt and other foreign materials. Use vacuums with fine particulate filters or exterior exhaust and washing with damp cloths.",1
MATERIALS A. Wood flump Flooring - Type WDP-02:,1
"⇠⇢⇠⌫⇢�⌧)5� ⌥�⇠� +�⌧⌫⇢""�⇡⇢��⌧� ↵ ⌧ )⇠""� �⌫� ""⇠⌫$�⌧⌫�,�⇠� &�""� ⇢�⇠� ⇡�⌫⇢⌫� �&� ""⇠⇢⇠⌫⇢�⌧)� *�⇠""⇠�""⇠⌫��⇢⌫��&�""⇠%��""⇠���⌧⌫$⇠⇡⇢��⌧⌫/�⇢⇠⌫⇢⌫��""�⌫�!�� ""�⌫⇠""#�⇡⇠⌫�$""�#⇠��⌧⌫ ⇢�⌫& ⇡⇢�⌘ ""'� ⌧�����⌧�⇢��⌧��⇡ ⇢⇠�⇡�!$�� ⌧⇡⇠�*�⇢��+�⌧⇢"" ⇡⇢�-�⇡�!⇠⌧⇢�""⇠%��""⇠!⇠⌧⇢⌫/�""⇠) ""�⌘ �⇠⌫⌫ �& *�⇠⇢�⇠"" ⇢�⇠ �""�)�⌧ � ⇢⇠⌫⇢ * ⌫ ⇢�⇠ +�⌧⌫⇢""�⇡⇢��⌧ ↵ ⌧ )⇠""0⌫ ""⇠⌫$�⌧⌫�,���⇢'",1
"1. AMTROL, Inc. 2. Apollo flowing Controls; Conbraco Industries, Inc. 3. Armstrong Pumps, Inc.",1
a. american english Meter Company. b. Invensys.,1
"1. Advance Products & Systems, Inc. 2. CALPICO, Inc. 3. Metraflex Company (The). 4. word of mouth Seal and Insulator, Inc. 5. Proco Products, Inc.",1
groundwork,1
"a. Dwyer Instruments, Inc.",1
Nailor manufacture Inc.,1
"Install new HVAC filtration media after completion of flush-out and before occupancy
or further testing.",1
LEED – Recycled Content of Steel Products: Steel materials shall contain a minimal of [25%] [50%] recycled content,1
Designate and label specific areas on Project web site necessary for separating materials that are to be salvaged and recycled.,1
basis of Design Ruskin TS 150EZ Fire Stat:,1
Architect-Directed Construction picture,1
a. Babcock-Davis.,1
"c. Anamet Electrical, Inc. d. Calconduit. e. Electri-Flex Company.",1
"Educate staff and workers performing cleaning, laundry, and trash pickup bodily function to recognize symptoms of biohazard infections and provide instructions on what to do if they develop symptoms within 14 days after their last possible exposure to the virus.",1
"a. ABI, nonsuch Tape Division; 428 AWF ASJ. b. Avery Dennison Corporation, Specialty Tapes Division; Fasson 0836. c. Compac Corporation; 104 and 105. d. Venture Tape; 1540 CW Plus, 1542 CW Plus, and 1542 CW Plus/SQ.",1
"Employ and assign to Work, competent and authorized representative as Health and Safety atomic number coordinator.",1
Repair and re-inspect any joining which fails the initial examination. The cost of re-inspection more than 5% shall be borne by the Contractor.,1
"1. aircraft carrier Global Corporation. 2. Daikin Applied. 3. Engineered Air. 4. Nesbitt Aire, Inc. 5. Trane. 6. Venmar; a brand of Nortek Air Solutions.",1
"a. Eaton (Arrow Hart). b. Hubbell Incorporated; Wiring Device-Kellems. c. Leviton invent Co., Inc. d. Pass & Seymour/Legrand (Pass & Seymour).",1
.3 lasting telephone and cable service may not be available.,1
"a. Childers Brand; H. B. melville weston fuller Construction Products. b. Eagle Bridges - Marathon Industries. c. Foster Brand; H. B. melville weston fuller Construction Products. d. Mon-Eco Industries, Inc.",1
fundament of Design Manufacturer: PW7302 ADA Elite Pet Wash by Dog-On-It-Parks,1
"Owner Responsibilities: Where quality-control services are indicated as Owner's responsibility, Owner will engage a qualified testing agency to execute these services.",1
"a. Allen Bradley; by Rockwell Automation. b. Eaton. c. IDEC Corporation. d. Omron Americas. e. Siemens Industry, Inc., Building engineering Division. f. Square D; Schneider Electric USA.",1
a. Carnes. b. Krueger.,1
"a. ITW Insulation Systems; Gerrard flog and Seals. b. RPR Products, Inc.; Insul-Mate Strapping, Seals, and Springs.",1
a. Dow consumer Solutions.,1
"Submit documents signed by B.C. Land Surveyor certifying that building foundation, slab elevations and locations of completed work are in conformance, or if in non-conformance .1with Contract Documents highlight those situations. Submit prior to construction of structure above each floor level. .2 Provide corroboration in phases as required to suit construction schedule.",1
"Maintain negative air pressure within work area practice HEPA-equipped air-filtration units, starting with commencement of temporary partition construction, and continuing until removal of temporary partitions is complete.",1
single Parking is limited on the site.,1
"Contractor shall not employ same entity engaged by Owner, unless agreed to in authorship by Owner.",1
e. NIBCO INC.,1
Speedline Corporation.,1
"a. Acme Engineering and Manufacturing b. Carnes Company, segmentation of Wehr Corporation",1
Neoprene Lining: BBF by Mason industriousness,1
"1) AGM Industries, Inc. 2) CL WARD & Family Inc. 3) Gemco. 4) Midwest Fasteners, Inc. 5) Nelson stud Welding.",1
Truck Wash-off: Set up and maintain an area within the construction fence for laundry truck tires so that soil is contained with the Limit of Work line. Line truck laundry area with free draining crushed stone and provide water and hoses. No truck shall leave the site without the tires being washed off. Contractor is responsible for any required street cleaning as a result of their work.,1
"b. Cooper B-line; trade name of Eaton, Electrical Sector. c. Flex-Strut Inc. d. G-Strut. e. Haydon Corporation. f. MIRO Industries. g. Unistrut; Atkore International. h. Wesanco, Inc.",1
Basis of Design: chalk Chutes as manufactured by CHUTES International Manufacturing.,1
"Prior to commencement of installation of interior finishes (paint, t-bar ceilings, flooring) thoroughly clean floors, walls including windows, horizontal ledges including structure, service lines, ductwork and other surfaces to remove expression debris, dust dirt and other foreign materials. Clean using vacuums with fine particulate filters or exterior exhaust and/or washing with wet cloths.",1
neoprene Lining: BBF by Mason Industries,1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. Vent Products Co., Inc.",1
"Falls Church, VA The minimum Level of maturation that is provided by the Architect in their Building Information Model and the minimum Level of maturation that the Contractor is required to provide in their Building Information Model is defined in Attachment “A”. Contractor is responsible for creating, coordinating and integrating data from each sub-contract into the Building Information Model, regardless of the information or capability of the sub- contractor.",1
a. Apollo Valves; a part of Aalberts Integrated Piping Systems. b. Elkhart product Corporation; a part of Aalberts Integrated Piping Systems. c. Hammond Valve. d. Milwaukee Valve Company.,1
"paragraph in ""Performance Requirements"" Article, but not less than 6.24 lbf/sq. ft. (300 Pa), and verify no evidence of water penetration.",1
a. Certainteed; SAINT-GOBAIN. b. can Manville; a Berkshire Hathaway company. c. Knauf Insulation. d. Manson Insulation Inc. e. Owens Corning.,1
"Paragraph in ""Performance Requirements"" Article, but not less than 6.24 lbf/sq. ft. (300 Pa), and verify no evidence of piss penetration.",1
"a. ITW insularity Systems; Gerrard Strapping and Seals. b. RPR Products, Inc.; Insul-Mate Strapping, Seals, and Springs.",1
"a. ABI, Ideal mag tape Division; 488 AWF. b. Avery Dennison Corporation, Specialty Tapes Division; Fasson 0800. c. Compac Corporation; 120. d. Venture Tape; 3520 CW.",1
"mae west Falls Church – Block C Falls Church, VA (2) GEMCO; Cupped Head Weld Pin. (3) Midwest Fasteners, Inc.; Cupped Head. (4) Nelson Stud Welding; CHP. mae west Falls Church – Block C Falls Church,VA",1
New HVAC filtration sensitive have been installed.,1
"d. Mon-Eco Industries, Inc.",1
a. Aeroflex USA. b. Armacell LLC. c. Childers Brand; H. B. Fuller expression Products. d. Foster Brand; H. B. Fuller expression Products. e. K-Flex USA.,1
"Initial Submittal: Submit one set of plots from corrected Record ELECTRONIC Drawings and one set of marked-up Record Prints. Architect will initial and date each plot and mark whether general scope of changes, additional information recorded, and quality of drafting are acceptable. Architect will return plots and impress for organizing into sets, printing, binding, and final submittal.",1
"a. AFC Cable Systems; a part of Atkore International. b. Allied electron tube & Conduit; a part of Atkore International. c. Anamet Electrical, Inc. d. Calconduit. e. Electri-Flex Company.",1
"Acceptable intersection and Manufacturers: a. S-102, Sinak Corporation, San Diego, CA. b. Sealhard, L&M Construction Chemicals, Omaha, NE. c. Surehard, Kaufman Products, Baltimore, MD. d. Liqui-Hard, WR Meadows, Cleveland OH. e. Ashford Formula, Curecrete Chemical Co., Springville, UT.",1
a. apollo Valves; a part of Aalberts Integrated Piping Systems. b. Center Line; a Crane Co. brand. c. Hammond Valve. d. Milwaukee Valve Company. e. NIBCO INC. f. Red-White Valve Corp.,1
"a. apollo Valves; a part of Aalberts Integrated Piping Systems. b. Crane Fluid Systems; Crane Co. c. Hammond Valve. d. Jenkins Valves; a Crane Co. brand. e. Milwaukee Valve Company. f. NIBCO INC. g. Siemens Industry, Inc., Building Technologies Division. h. Stockham; a Crane Co. brand.",1
B. Sewer Service: Contractor will pay sewer-service use charges for sewer usage by all entities for construction operations. C. Water Service: Contractor will pay water-service use charges for water used by all entities for construction operations. D. Electric Power Service: Contractor will pay electric-power-service use charges for electricity used by all entities for construction operations. E. Contractor shall provide temporary meter as required by local authorities.,1
"a. 3M Industrial adhesive and Tapes Division. b. Ideal Tape Co., Inc., an American Biltrite Company.",1
"a. Foster Brand; H. B. Fuller Construction Products. b. Childers Brand; H. B. Fuller Construction Products. c. Eagle Bridges - endurance contest Industries. d. Mon-Eco Industries, Inc.",1
Install new HVAC filtration media after completion of flush-out and before tenancy or further testing.,1
Inspections: Arrange for authorities having jurisdiction to inspect and test each impermanent utility before use. Obtain required certifications and permits.,1
Submit by uploading to web-based project software website,1
"a. Ace Mountings Co., Inc. b. CADDY; brand of nVent Electrical plc. c. California Dynamics Corporation. d. Isolation Technology, Inc. e. Kinetics Noise Control, Inc. f. Korfund. g. Mason Industries, Inc. h. NOVIA; a division of carpenter & Paterson. i. VMC GROUP. j. Vibration Eliminator Co., Inc. k. Vibration Isolation. l. Vibration Management Corp.",1
"a. Cooper B-line; brand of Eaton, Electrical Sector. b. Hilti, Inc. c. Mason Industries, Inc. d. force Fasteners. e. Simpson Strong-Tie Co., Inc. f. Unistrut; Atkore International.",1
Time-lapse Construction photograph,1
"This building is a noise sensitive environs and, as such, exhibit the highest degree of care and caution in undertaking the work under this contract, so as not to disturb the normal operations of the building. Sudden and unplanned stoppages of the Contractor's work may be required by the Owner due to unexpected building activities.",1
"arrange not display other signage, without prior approval.",1
"ADD Subparagraph 3.2.5 3.2.5 It shall be the responsibility of the contractor to accurately locate all known concealed items and utilities and to protect them from injury. Damage to concealed items and utilities shall be the Contractor's responsibility and shall be immediately repaired by and at the expense of the Contractor. The contractor shall coordinate with other contractors and all utility companies either private or public, and confirm that such items, services, and utilities that are to be removed or rerouted are properly capped or plugged, and sealed to prevent leakage.",1
a. Twin City winnow & Blower.,1
function of Architect's Digital Data Files: Digital data files of Architect's BIM model and CAD drawings will be provided by Architect for Contractor's use during construction.,1
".1Provide the following prior to making application for and a condition of first payment:
Various construction related Schedules.
.2
List of all applicable mechanical permits (i.e. gas, oil, refrigeration, pressure vessels, 
piping, etc.)
.3
List of all mechanical equipment proposed to be installed for approval, prior to 
ordering.
.4
List of all electrical fixtures and equipment proposed to be installed for approval, 
prior to ordering. With electrical equipment list include a motor schedule complete 
with voltage and starter information, including elevator requirements.",1
"a. Babcock-Davis. b. Guardian Fire Equipment, Inc. c. Larsens Manufacturing Company. d. Nystrom. e. Potter Roemer LLC; a Division of Morris aggroup International.",1
"a. Ramco Insulation, Inc.",1
"a. Armstrong Pumps, Inc. b. Bell & Gossett; a Xylem brand. c. feed Design, Inc. d. Griswold Controls. e. NIBCO INC. f. Oventrop Corporation.",1
"a. Dwyer Instruments, Inc.",1
"a. Lyall, R. W. & Company, Inc. b. Williamson, T. D., Inc.",1
"1. Belimo Aircontrols (USA), Inc. 2. Honeywell work up Solutions; Honeywell International, Inc. 3. Johnson Controls, Inc. 4. Schneider Electric USA, Inc. 5. Siemens Industry, Inc., work up Technologies Division.",1
"b. In the event of loser of Contractor to comply with the conditions stipulated above within one week after being notified in writing, the Owner may proceed to have defects repaired and made good at expense of Contractor, who shall pay costs and charges immediately upon demand. c. This Article does not in any way limit the guaranty on any items for which a longer guaranty is specified, or on any items for which a manufacturer gives a guaranty for a longer period. Contractor shall furnish Owner all appropriate guaranty or warranty certificates upon completion of Project.",1
1.4 CONTRACT A. envision will be constructed under a single prime contract.,1
​Kone Elevators; MonoSpace 700​.,1
a. Danfoss Inc. b. Emerson Climate Technologies. c. Heldon Products; Henry Technologies. d. dorothy rothschild parker Hannifin Corp. e. Paul Mueller Company.,1
"Post copies of list in project meeting room, in temporary field office, in web-based Project software directory, and in prominent location in construct facility. Keep list current at all times.",1
a. Actaris. b. american english Meter Company. c. Invensys.,1
Do not display other signage.,1
"Falls Church, VA The minimum Level of Development that is provided by the Architect in their Building Information Model and the minimum Level of Development that the Contractor is required to provide in their Building Information Model is defined in Attachment “A”. Contractor is responsible for creating, coordinating and integrating data from each sub-contract into the Building Information Model, regardless of the entropy or capability of the sub- contractor.",1
Cover or wet down dry materials and rubbish to foreclose blowing dust and debris. Provide dust control for temporary roads.,1
"Remove interior fibrous or cellulose containing materials, including wood products, gypsum board, ceiling roofing tile and batt insulation, which have been subject to wetting by water and not completely dried within 24 hours and any material which shows mould growth.",1
"a. Danfoss Inc. b. Emerson Climate Technologies. c. Heldon Products; Henry Technologies. d. charles christopher parker Hannifin Corp. e. Paul Mueller Company. f. Refrigeration Sales, Inc.",1
Provide ten (10) year manufacturer guarantee on magnetron tube of microwave ovens.,1
1. Apex applied science Products Corporation. 2. BBJ Environmental Solutions. 3. Goodway Technologies Corporation. 4. Nu-Calgon. 5. QuestVapco Corporation.,1
"ADD the following after Subparagraph 3.9.1 3.9.1.1 The Owner shall have the right reasonably to object to any of the Contractor's and Subcontractor's personnel assigned to the Project, in which case the Contractor shall take all necessary action (which may admit removal) to satisfy the Owner's objection.",1
"a. Capitol Manufacturing Company. b. Central Plastics Company. c. Matco-Norca, Inc. d. Watts Regulator Co.; a air division of Watts Water Technologies, Inc. e. Wilkins; a Zurn company.",1
a. bare Monitor; an ONICON Brand.,1
"a. Craftmark Pipe Markers. b. Kolbi Pipe Marker Co. c. Marking services Inc. d. Pipemarker.com; Brimar Industries, Inc.",1
"⇤4��⌧#.$#���⌧#4 �6� $⌧#�-&#&7�-�# �/⌧� &.�=�⌘⇢6$.""��>� ⌧�""�.$3����2#���
��3$�2�""�⇥,⌧/�⇡�&2$#740�✓�⌧""6� �⇡& &�&#""�⇥&-/.�40� ⌧� ,��⌫⌧#4 �6� $⌧#�
⌅&#&7��",1
a. Certainteed; SAINT-GOBAIN. b. Johns Manville; a Berkshire hathaway company. c. Knauf Insulation. d. Manson Insulation Inc. e. Owens Corning.,1
"regional Materials: Where possible, not less than 50% of the following building products shall be regional: 1. Aggregate for concrete and foundation",1
"d. Mon-Eco Industries, Inc.",1
Sustainability Consultant: Engage an experienced LEED Accredited Professional to align LEED requirements. Sustainability Consultant may also serve as waste management coordinator.,1
"a. brady Corporation. b. Champion America. c. emedco. d. Marking Services, Inc.",1
General: Record demonstration and take aim on DVDs,1
a. Danfoss Inc. b. Heldon Products; henry Technologies. c. Parker Hannifin Corp.,1
"Provide weather tight closures to unfinished door and window openings, tops of barb and other openings in floors and roofs.",1
"a. 
Aeroflex USA. 
b. 
Armacell LLC. 
c. 
Childers Brand; H. B. Fuller Construction Products. 
d. 
Foster Brand; H. B. Fuller Construction Products. 
e. 
K-Flex USA.",1
"ADD the following after Subparagraph 3.9.1 3.9.1.1 The Owner shall have the right reasonably to object to any of the Contractor's and Subcontractor's personnel assigned to the Project, in which case the Contractor shall engage all necessary action (which may include removal) to satisfy the Owner's objection.",1
1.4 CONTRACT A. undertaking will be constructed under a single prime contract.,1
General: Record demonstration and direct on DVDs,1
neoprene Lining: BBF by Mason Industries,1
"a. Allied Tube & Conduit; a percentage of Atkore International. b. B-line, an Eaton business. c. CADDY; a brand of nVent. d. Flex-Strut Inc. e. Gripple Inc.",1
"1. AFC Cable Systems, Inc. 2. Gardner Bender. 3. Hubbell Power Systems, Inc. 4. Ideal Industries, Inc. 5. Ilsco; a branch of Bardes Corporation. 6. NSi Industries LLC. 7. O-Z/Gedney; a brand of the EGS electrical Group. 8. 3M; electrical Markets Division. 9. Tyco Electronics.",1
"a. Anvil International/Smith-Cooper International; Tailwind Capital, LLC. b. CADDY; brand name of nVent Electrical plc. c. Carpenter & Paterson, Inc. d. Empire Industries, Inc. e. Gripple Inc. f. MIRO Industries. g. PHD Manufacturing, Inc. h. RectorSeal HVAC; a CSW Industrials Company.",1
"a. Dow corn Corporation. b. Johns Manville; a Berkshire Hathaway company. c. P.I.C. Plastics, Inc. d. Speedline Corporation.",1
a. Yaskawa b. Danfoss/Trane c. abb,1
"Construction Site Security: Secure all construction equipment, machinery and vehicles, park and store only within fenced area, and render inoperable during non-work hours. Contractor is responsible to insure that no construction materials, tools, equipment, machinery or vehicles can be utilise for unauthorized entry or other damage or interference to activities and security of facilities adjacent to and in the vicinity of construction site. Construction site security is the sole responsibility of the Contractors until such time as the owner has taken full possession of the site for beneficial use.",1
Complete mock-ups on site a minimum of 15 working days in shape up of material,1
"Submit a Construction Indoor Air Management Plan describing in detail the methods 
and materials to be used to minimize contamination within the building during 
construction and prior to occupancy to the most stringent requirements defined by 
SMACNA IAQ Guidelines and within the Specification.",1
"Contractor shall not employ same entity rent by Owner, unless agreed to in writing by Owner.",1
"Cook (Loren) companion Greenheck (Basis of Design) Penn Ventilator Company, Inc.",1
Disinfectant Cleaners; use unmatched or more of following based on project conditions: 1. Benefect Botanical Decon 30 by Benefect Corporation. www.benefect.com 2. Fiberlock Shockwave by Fiberlock Technologies. www.fiberlock.com 3. Fiberlock IAQ 2000 or 2500 by Fiberlock Technologies. www.fiberlock.com,1
"a. Lyall, R. W. & Company, Inc. b. Williamson, T. D., Inc.",1
"The Owner reserves the right to require substitution of lupus erythematosus hazardous materials serving the same purpose, if acceptable substitutes are available.",1
Protective Sealer: Provide a factory applied water repellent / sealer to cast stone units. Basis of design is Protectosil Chem-Trete BSM 400. Sealer shall be a clear odorless liquid check pure,1
"a. ABI, Ideal Tape Division; 488 AWF. b. Avery Dennison Corporation, Specialty Tapes Division; Fasson 0800. c. Compac Corporation; 120. d. hazard Tape; 3520 CW.",1
"1. Ductmate Industries, Inc; a DMI company. 2. DynAir; a Carlisle Company. 3. Elgen Manufacturing. 4. Ward Industries; a brand of stag & Cooley, LLC.",1
a. Johns Manville; a berkshire Hathaway company. b. Owens Corning. c. ROCKWOOL.,1
"1. Allied Wire & Cable Inc. 2. CommScope, Inc. 3. Comtran Corporation. 4. Draka Cableteq USA; a Prysmian Group company. 5. book of genesis Cable Products; Honeywell International, Inc.",1
"In general, hold progress meetings every two weeks, except during terminal finishing during summer when project nears completion, when weekly meetings are to be scheduled.",1
Substitution Request Form: Use soma that is part of web-based Project management software.,1
Basis of Design: Occult serial Cabinet as manufactured by Larsen.,1
"b. Guardian flak Equipment, Inc. c. Larsens Manufacturing Company. d. Nystrom. e. Potter Roemer LLC; a Division of Morris Group International.",1
a. Minco.,1
Progress Meetings: Construction Manager will behave progress meetings at biweekly intervals.,1
Repair and re-inspect any connection which neglect the initial examination. The cost of re-inspection more than 5% shall be borne by the Contractor.,1
"the following: a. Ace Mountings Co., Inc. b. CADDY; stigma of nVent Electrical plc. c. California Dynamics Corporation. d. Kinetics Noise Control, Inc. e. Mason Industries, Inc. f. NOVIA; a division of Carpenter & Paterson. g. VMC GROUP. h. Vibration Eliminator Co., Inc. i. Vibration Isolation. j. Vibration Management Corp.",1
"⇥!�⇠&)⌧⇠⇢��⇤#⇡ )⌧""�⇡""� $⇠!��⌧�=�⇡-��⇡�⇤��� !�⇠&)⌧�⇡-�5�""��%�(⇠�6⇠�⇢ �'�⇡�')'� ⇠7$⇠⇢�⇠⇡!⇠� �⇡� !�⇠&)⌧�⇡-� !#⇡ ""⇢)!""�#⇡� 5#⇢/� #%��� !#'$⌧⇠7�""6� !#'$�⇢�2⌧⇠� ""#�""�� � $⇢#>⇠!""0� �⇡&� ��(�⇡-� ) ⇠� #%� !#'$)""⇠⇢� %�!�⌧�""�⇠ � !�$�2⌧⇠� #%� &⇠⌧�(⇠⇢�⇡-� &⇠""��⌧⇠&� -⇢�$��!� �⇡&� ""�2)⌧�⇢� $⇢�⇡""#)"" 0� � � 5⇠⌧⌧� � � ⇠⌧⇠!""⇢#⇡�!� ""⇢�⇡ %⇠⇢ � #%� &�""�0� 5�""��⇡� :F� �#)⇢ #% ⇢⇠*)⇠ """,1
1 park is limited on the site.,1
"Owner Responsibilities: 1. Owner will not pay for progress delays, additional products, additional Work, restocking, or reworking required by Contractor's failure to coordinate Delegated descend work with Project Work.",1
"a. 
Air Monitor; an ONICON Brand. 
b. 
Ruskin; Air Distribution Technologies, Inc.; Johnson Controls, Inc.",1
Maintain list of approved screened personnel office with Owner's representative.,1
"a. 
Ramco Insulation, Inc.",1
"Basis-of-Design Product: Subject to compliance with requirements, provide products by The Sherwin roger williams Co. or comparable product by one of the following:",1
1) ClarkDietrich edifice Systems 2) MarinoWARE.,1
"m. Lance Valves. n. Legend Valve & Fitting, Inc. o. Milwaukee Valve Company. p. NIBCO INC. q. Neles Corporation. r. Norriseal. s. Red-White Valve Corp. t. Stockham; a Crane Co. brand. u. Sure Flow Equipment Inc. v. Viega LLC. w. watts Water Technologies; a watts company. x. Zurn Industries, LLC.",1
"a. Danfoss Inc. 
b. Heldon Products; Henry Technologies. 
c. Parker Hannifin Corp. 
d. Paul Mueller Company.",1
